ID_OBRA,PROYECTO,TRAMO,PK_INICIAL,PK_FINAL,ESTADO,MUNICIPIO,LOCALIDAD,LAT_INI,LON_INI,LAT_FIN,LON_FIN,ENTE_RESPONSABLE,TIPO_ACTIVO,TIPO_OBRA,DESCRIPCION,MONTO_MDP,CRITICIDAD,RIESGO,RESPONSABLE,FECHA,OBSERVACIONES,UTM_INI_ESTE,UTM_INI_NORTE,UTM_FIN_ESTE,UTM_FIN_NORTE,ZONA_UTM,OBS_COORDENADAS,ESTATUS
QI-T02-CMEM-00-V03-CTL-OI__TLS-0001-A00,Telecomunicaciones,Tramo II,36+400,40+800,Guanajuato,Apaseo el Grande,Apaseo el Grande,20.537385,-100.741711,20.534441,-100.784158,Telmex,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Telmex y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,MEDIO,Ing. Luis Hernandez,20/02/2026,"Se reunen SE, Telmex, MEM, para identificacion de su Infraestructura y analisis tecnico del operador ",318412.95,2271918.62,313982.88,2271640.49,14,,GESTIÓN / EJECUCIÓN
QI-T02-CMEM-00-V03-CTL-OI__EMT-0001-A00,Media Tension,Tramo II,36+550,36+550,Guanajuato,Apaseo el Grande,Apaseo el Grande,20.537307,-100.743288,20.537307,-100.743288,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",SI,MEDIO,Ing. Luis Hernandez,02/03/2026,"Se entrega oficio a CFE, solicitud obra por terceros, para revision tecnica de la interferencia",318248.4,2271911.74,318248.4,2271911.74,14,,GESTIÓN / EJECUCIÓN
QI-T02-CMEM-00-V03-CTL-OI__TLS-0002-A00,Telecomunicaciones,Tramo II,38+000,43+400,Guanajuato,Apaseo el Grande,Apaseo el Grande,20.536321,-100.757121,20.532786,-100.80878,Bestel,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Bestel y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,03/02/2026,"Se reunen SE, Bestel y MEM, para identificacion de su Infraestructura",316804.69,2271818.04,311413.11,2271485.52,14,,GESTIÓN / EJECUCIÓN
QI-T02-CMEM-00-V03-CTL-OI__SVD-0001-A00,Servicios municipales,Tramo II,39+696,39+696,Guanajuato,Apaseo el Grande,Apaseo el Grande,20.535005,-100.777211,20.535005,-100.777211,Municipio,Servicios municipales,Reubicacion por definir con operador.,Interferencia detectada entre Camara de videovigilancia existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,,,314708.03,2271695.03,314708.03,2271695.03,14,,GESTIÓN / EJECUCIÓN
QI-T02-CMEM-00-V03-CTL-OI__GAS-0001-A00,Gasoducto,Tramo II,39+700,39+700,Guanajuato,Apaseo el Grande,Apaseo el Grande,20.535246,-100.773409,20.535246,-100.773409,BIOTEK,Gasoducto,Proteccion por definir con BIOTEK ,Interferencia detectada entre linea de gasoducto existente y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,MEDIO,Ing. Luis Hernandez,18/02/2026,Se realiza reunion para autorizacion y programacion de cala de exploracion en gasoducto para la revision tecnica,315104.82,2271717.4,315104.82,2271717.4,14,,GESTIÓN / EJECUCIÓN
QI-T02-CMEM-00-V03-CTL-OI__STC-0001-A00,Servicios privados,Tramo II,40+090,40+090,Guanajuato,Celaya,Celaya,20.535005,-100.777211,20.535005,-100.777211,Ferromex,Servicios privados,Reubicacion por definir con Ferromex,Interferencia detectada entre Senalizacion ferroviario existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,05/02/2026,"Se realiza recorrido Ferromex, SE, MEM para identificacion de interferencia",314708.03,2271695.03,314708.03,2271695.03,14,,GESTIÓN / EJECUCIÓN
QI-T02-CMEM-00-V03-CTL-OI__RDR-0001-A00,Drenaje,Tramo II,40+095,40+095,Guanajuato,Celaya,Celaya,20.534944,-100.777453,20.534944,-100.777453,Municipio,Drenaje,Proteccion / reubicacion por definir con operador,Interferencia detectada entre linea de dreaje existente y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,13/02/2026,"Se realiza recorrido para identificacion de su infraestructura, en proceso calas para revision tecnica",314682.72,2271688.55,314682.72,2271688.55,14,,GESTIÓN / EJECUCIÓN
QI-T02-CMEM-00-V03-CTL-OI__STC-0002-A00,Servicios privados,Tramo II,40+100,40+100,Guanajuato,Celaya,Celaya,20.534962,-100.777602,20.534962,-100.777602,Ferromex,Servicios privados,Reubicacion por definir con Ferromex,Interferencia detectada entre Senalizacion ferroviario existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,05/02/2026,"Se realiza recorrido Ferromex, SE, MEM para identificacion de interferencia",314667.21,2271690.71,314667.21,2271690.71,14,,GESTIÓN / EJECUCIÓN
QI-T02-CMEM-00-V03-CTL-OI__EMT-0002-A00,Media Tension,Tramo II,40+100,40+100,Guanajuato,Celaya,Celaya,20.535005,-100.777214,20.535005,-100.777214,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,02/03/2026,"Se entrega oficio a CFE, solicitud obra por terceros, para revision tecnica de la interferencia",314707.72,2271695.03,314707.72,2271695.03,14,,GESTIÓN / EJECUCIÓN
QI-T02-CMEM-00-V03-CTL-OI__TLA-0003-A00,Telecomunicaciones,Tramo II,40+100,40+100,Guanajuato,Celaya,Celaya,20.534938,-100.777573,20.534938,-100.777573,Telmex,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Telmex y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,20/02/2026,"Se reunen SE, Telmex, MEM, para identificacion de su Infraestructura",314670.2,2271688.02,314670.2,2271688.02,14,,GESTIÓN / EJECUCIÓN
QI-T02-CMEM-00-V03-CTL-OI__RDR-0002-A00,Drenaje,Tramo II,40+108,40+108,Guanajuato,Celaya,Celaya,20.534951,-100.777349,20.534951,-100.777349,Municipio,Drenaje,Proteccion / reubicacion por definir con operador,Interferencia detectada entre linea de dreaje existente y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,13/02/2026,"Se realiza recorrido para identificacion de su infraestructura, en proceso calas para revision tecnica",314693.58,2271689.21,314693.58,2271689.21,14,,GESTIÓN / EJECUCIÓN
QI-T02-CMEM-00-V03-CTL-OI__RAP-0001-A00,Agua Potable,Tramo II,40+111,40+111,Guanajuato,Celaya,Celaya,20.534954,-100.77743,20.534954,-100.77743,Municipio,Agua Potable,Proteccion / reubicacion por definir con JUMAPA,Interferencia detectada entre trazo ferroviario y linea de agua potable,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,13/02/2026,"Se realiza recorrido para identificacion de su infraestructura, en proceso calas para revision tecnica",314685.13,2271689.63,314685.13,2271689.63,14,,GESTIÓN / EJECUCIÓN
QI-T02-CMEM-00-V03-CTL-OI__EAT-0001-A00,Alta Tension,Tramo II,40+120,40+120,Guanajuato,Celaya,Celaya,20.535009,-100.777287,20.535009,-100.777287,CFE,Linea electrica Alta Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de alta tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,25/02/2026,Se entrega oficio a CFE para revision tecnica de la interferencia.,314700.11,2271695.56,314700.11,2271695.56,14,,GESTIÓN / EJECUCIÓN
QI-T02-CMEM-00-V03-CTL-OI__EMT-0003-A00,Media Tension,Tramo II,40+140,40+140,Guanajuato,Celaya,Celaya,20.534938,-100.777573,20.534938,-100.777573,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,02/03/2026,"Se entrega oficio a CFE, solicitud obra por terceros, para revision tecnica de la interferencia",314670.2,2271688.02,314670.2,2271688.02,14,,GESTIÓN / EJECUCIÓN
QI-T02-CMEM-00-V03-CTL-OI__TLA-0004-A00,Telecomunicaciones,Tramo II,40+200,40+200,Guanajuato,Celaya,Celaya,20.534921,-100.778186,20.534921,-100.778186,Telecom,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Telecom y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,,,314606.25,2271686.84,314606.25,2271686.84,14,,GESTIÓN / EJECUCIÓN
QI-T02-CMEM-00-V03-CTL-OI__EMT-0004-A00,Media Tension,Tramo II,40+900,40+900,Guanajuato,Celaya,Celaya,20.534444,-100.784778,20.534444,-100.784778,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,02/03/2026,"Se entrega oficio a CFE, solicitud obra por terceros, para revision tecnica de la interferencia",313918.23,2271641.53,313918.23,2271641.53,14,,GESTIÓN / EJECUCIÓN
QI-T02-CMEM-00-V03-CTL-OI__SVD-0002-A00,Servicios municipales,Tramo II,41+616,41+616,Guanajuato,Celaya,Celaya,20.533977,-100.79178,20.533977,-100.79178,Municipio,Servicios municipales,Reubicacion por definir con operador.,Interferencia detectada entre Camara de videovigilancia existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,,,313187.45,2271597.82,313187.45,2271597.82,14,,GESTIÓN / EJECUCIÓN
QI-T02-CMEM-00-V03-CTL-OI__EBT-0001-A00,Baja Tension,Tramo II,41+620,41+620,Guanajuato,Celaya,Celaya,20.533978,-100.791863,20.533978,-100.791863,CFE,Linea electrica Baja Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de baja tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"SE REALIZA RECORRIDO CFE, SE Y MEM, LA BAJA TENSION SERA ALIMENTADA DE OTRO PUNTO DE CONEXION",313178.79,2271598.03,313178.79,2271598.03,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0005-A00,Media Tension,Tramo II,42+240,42+240,Guanajuato,Celaya,Celaya,20.533554,-100.797607,20.533554,-100.797607,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,02/03/2026,"Se entrega oficio a CFE, solicitud obra por terceros, para revision tecnica de la interferencia",312579.25,2271557.67,312579.25,2271557.67,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__SVD-0003-A00,Servicios municipales,Tramo II,42+300,42+300,Guanajuato,Celaya,Celaya,20.269126,-100.798015,20.269126,-100.798015,Municipio,Servicios municipales,Reubicacion por definir con operador.,Interferencia detectada entre Camara de videovigilancia existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",SI,MEDIO,Ing. Luis Hernandez,,,312216.36,2242284.22,312216.36,2242284.22,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0006-A00,Media Tension,Tramo II,42+340,42+340,Guanajuato,Celaya,Celaya,20.533482,-100.798654,20.533482,-100.798654,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,02/03/2026,"Se entrega oficio a CFE, solicitud obra por terceros, para revision tecnica de la interferencia",312469.98,2271550.9,312469.98,2271550.9,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__STC-0003-A00,Servicios privados,Tramo II,42+730,42+730,Guanajuato,Celaya,Celaya,20.533139,-100.802087,20.533139,-100.802087,Ferromex,Servicios privados,Reubicacion por definir con Ferromex,Interferencia detectada entre Senalizacion ferroviario existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,05/02/2026,"Se realiza recorrido Ferromex, SE, MEM para identificacion de interferencia",312111.54,2271516.88,312111.54,2271516.88,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0007-A00,Media Tension,Tramo II,42+800,42+800,Guanajuato,Celaya,Celaya,20.533153,-100.803068,20.533153,-100.803068,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,02/03/2026,"Se entrega oficio a CFE, solicitud obra por terceros, para revision tecnica de la interferencia",312009.25,2271519.56,312009.25,2271519.56,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__TLA-0005-A00,Telecomunicaciones,Tramo II,42+800,42+800,Guanajuato,Celaya,Celaya,20.533153,-100.803068,20.533153,-100.803068,Telecom,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Telecom y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,,,312009.25,2271519.56,312009.25,2271519.56,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__SVD-0004-A00,Servicios municipales,Tramo II,42+910,42+910,Guanajuato,Celaya,Celaya,20.533108,-100.804014,20.533108,-100.804014,Municipio,Servicios municipales,Reubicacion por definir con operador.,Interferencia detectada entre Camara de videovigilancia existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,,,311910.54,2271515.67,311910.54,2271515.67,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__TLA-0006-A00,Telecomunicaciones,Tramo II,43+970,43+970,Guanajuato,Celaya,Celaya,20.532401,-100.814314,20.532401,-100.814314,Telecom,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Telecom y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,,,310835.5,2271449.3,310835.5,2271449.3,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__TLS-0007-A00,Telecomunicaciones,Tramo II,44+300,46+200,Guanajuato,Celaya,Celaya,20.532178,-100.817403,20.525491,-100.83151,Bestel,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Bestel y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",SI,MEDIO,Ing. Luis Hernandez,29/01/2026,"Se reunen SE, Bestel y MEM, para identificacion de su Infraestructura",310513.08,2271428.19,309033.57,2270704.31,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__TLS-0008-A00,Telecomunicaciones,Tramo II,44+450,44+450,Guanajuato,Celaya,Celaya,20.53204,-100.818983,20.53204,-100.818983,Telmex,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Telmex y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",SI,MEDIO,Ing. Luis Hernandez,20/02/2026,"Se reunen SE, Telmex, MEM, para identificacion de su Infraestructura",310348.13,2271414.75,310348.13,2271414.75,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0008-A00,Media Tension,Tramo II,44+460,44+460,Guanajuato,Celaya,Celaya,20.53204,-100.818983,20.53204,-100.818983,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,02/03/2026,"Se entrega oficio a CFE, solicitud obra por terceros, para revision tecnica de la interferencia",310348.13,2271414.75,310348.13,2271414.75,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__TLA-0009-A00,Telecomunicaciones,Tramo II,44+460,44+460,Guanajuato,Celaya,Celaya,20.53204,-100.818983,20.53204,-100.818983,Telecom,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Telecom y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,,,310348.13,2271414.75,310348.13,2271414.75,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0009-A00,Media Tension,Tramo II,44+620,44+620,Guanajuato,Celaya,Celaya,20.531966,-100.820482,20.531966,-100.820482,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,02/03/2026,"Se entrega oficio a CFE, solicitud obra por terceros, para revision tecnica de la interferencia",310191.71,2271408.3,310191.71,2271408.3,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__TLA-0010-A00,Telecomunicaciones,Tramo II,44+475,44+475,Guanajuato,Celaya,Celaya,20.532064,-100.819034,20.532064,-100.819034,Telmex,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Telmex y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,20/02/2026,"Se reunen SE, Telmex, MEM, para identificacion de su Infraestructura",310342.84,2271417.46,310342.84,2271417.46,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__SVD-0005-A00,Servicios municipales,Tramo II,44+860,44+860,Guanajuato,Celaya,Celaya,20.463672,-100.822574,20.463672,-100.822574,Municipio,Servicios municipales,Reubicacion por definir con operador.,Interferencia detectada entre Camara de videovigilancia existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,,,309889.29,2263849.98,309889.29,2263849.98,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__RAP-0002-A00,Agua Potable,Tramo II,45+000,45+000,Guanajuato,Celaya,Celaya,20.531711,-100.823944,20.531711,-100.823944,Municipio,Agua Potable,Proteccion / reubicacion por definir con JUMAPA,Interferencia detectada entre trazo ferroviario y linea de agua potable,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,13/02/2026,"Se realiza recorrido para identificacion de su infraestructura, en proceso calas para revision tecnica",309830.35,2271384.09,309830.35,2271384.09,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__TLA-0011-A00,Telecomunicaciones,Tramo II,45+000,45+000,Guanajuato,Celaya,Celaya,20.531718,-100.823947,20.531718,-100.823947,ALESTRA,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Alestra y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,03/03/2026,"Se reunen SE, Telmex, Axtel y MEM, para identificacion de su Infraestructura",309830.04,2271384.87,309830.04,2271384.87,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__TLA-0012-A00,Telecomunicaciones,Tramo II,45+510,45+510,Guanajuato,Celaya,Celaya,20.530167,-100.828564,20.530167,-100.828564,Telmex,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Telmex y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",SI,MEDIO,Ing. Luis Hernandez,20/02/2026,"Se reunen SE, Telmex, MEM, para identificacion de su Infraestructura",309346.61,2271218.55,309346.61,2271218.55,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0010-A00,Media Tension,Tramo II,45+520,45+520,Guanajuato,Celaya,Celaya,20.530167,-100.828564,20.530167,-100.828564,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,02/03/2026,"Se entrega oficio a CFE, solicitud obra por terceros, para revision tecnica de la interferencia",309346.61,2271218.55,309346.61,2271218.55,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__ELN-0001-A00,Servicios municipales,Tramo II,45+750,45+750,Guanajuato,Celaya,Celaya,20.426149,-100.829817,20.426149,-100.829817,Municipio,Servicios municipales,Reubicacion,Interferencia detectada entre Alumbrado publico existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,,,309087.23,2259704.29,309087.23,2259704.29,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0011-A00,Media Tension,Tramo II,45+770,45+770,Guanajuato,Celaya,Celaya,20.528345,-100.829963,20.528345,-100.829963,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",309198.45,2271018.47,309198.45,2271018.47,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__TLS-0013-A00,Telecomunicaciones,Tramo II,46+060,46+060,Guanajuato,Celaya,Celaya,20.526258,-100.831094,20.526258,-100.831094,Telmex,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Telmex y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,20/02/2026,"Se reunen SE, Telmex, MEM, para identificacion de su Infraestructura",309077.91,2270788.74,309077.91,2270788.74,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__TLS-0014-A00,Telecomunicaciones,Tramo II,46+060,46+100,Guanajuato,Celaya,Celaya,20.526258,-100.831094,20.525626,-100.831429,Telmex,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Telmex y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,20/02/2026,"Se reunen SE, Telmex, MEM, para identificacion de su Infraestructura",309077.91,2270788.74,309042.18,2270719.16,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__RDR-0003-A00,Drenaje,Tramo II,46+110,46+110,Guanajuato,Celaya,Celaya,20.525469,-100.831456,20.525469,-100.831456,Municipio,Drenaje,Proteccion / reubicacion por definir con operador,Interferencia detectada entre linea de dreaje existente y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,13/02/2026,"Se realiza recorrido para identificacion de su infraestructura, en proceso calas para revision tecnica",309039.17,2270701.81,309039.17,2270701.81,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0012-A00,Media Tension,Tramo II,46+120,46+120,Guanajuato,Celaya,Celaya,20.525476,-100.831493,20.525476,-100.831493,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",309035.32,2270702.63,309035.32,2270702.63,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__TLS-0015-A00,Telecomunicaciones,Tramo II,46+450,47+100,Guanajuato,Celaya,Celaya,20.52272,-100.833162,20.520483,-100.838191,Bestel,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Bestel y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,29/01/2026,"Se reunen SE, Bestel y MEM, para identificacion de su Infraestructura",308857.83,2270399.47,308330.54,2270157.7,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__RDR-0004-A00,Drenaje,Tramo II,46+520,46+520,Guanajuato,Celaya,Celaya,20.522398,-100.833382,20.522398,-100.833382,Municipio,Drenaje,Proteccion / reubicacion por definir con operador,Interferencia detectada entre linea de dreaje existente y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,13/02/2026,"Se realiza recorrido para identificacion de su infraestructura, en proceso calas para revision tecnica",308834.49,2270364.08,308834.49,2270364.08,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__RDR-0005-A00,Drenaje,Tramo II,46+550,46+550,Guanajuato,Celaya,Celaya,20.522227,-100.833544,20.522227,-100.833544,Municipio,Drenaje,Proteccion / reubicacion por definir con operador,Interferencia detectada entre linea de dreaje existente y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,13/02/2026,"Se realiza recorrido para identificacion de su infraestructura, en proceso calas para revision tecnica",308817.38,2270345.33,308817.38,2270345.33,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0013-A00,Media Tension,Tramo II,46+960,46+960,Guanajuato,Celaya,Celaya,20.520552,-100.837149,20.520552,-100.837149,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",308439.3,2270164.12,308439.3,2270164.12,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0014-A00,Media Tension,Tramo II,47+080,47+080,Guanajuato,Celaya,Celaya,20.520464,-100.838109,20.520464,-100.838109,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",308339.07,2270155.5,308339.07,2270155.5,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__TLS-0016-A00,Telecomunicaciones,Tramo II,47+100,47+230,Guanajuato,Celaya,Celaya,20.520483,-100.838191,20.520483,-100.838191,Telmex,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Telmex y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",SI,MEDIO,Ing. Luis Hernandez,20/02/2026,"Se reunen SE, Telmex, MEM, para identificacion de su Infraestructura",308330.54,2270157.7,308330.54,2270157.7,14,,IDENTIFICADA
